{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.32531} 整个世界是一座舞台，所有男女不过是演员。审判官登场。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.851} 维克多……你在喝酒？
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.22804} 是的，趁我还能喝。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.56868} 这么说，有审判官要来镇上了。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.28816} 我不怕她。我不想让你以为我怕她。我不怕她，这是其一。其二——我一点也不怕她。我的意思是，这跟恐惧无关。她不是作为审判官而来，而是作为姐妹而来。她不是来看他们，是来看我们的，而我们这里有利益冲突。假如审判机关本来还有什么用处的话……
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.7856} “她”是谁？
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.46329} 明天，审判官阿格拉娅将抵达小镇。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.8378} 她是谁？
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.60839} 审判官找我们做什么？
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.46280} 审判官受训于解决无解的问题。无所不能的当权者，会在局势需要非线性解法时派他们前往。但无解的问题很少能不流血地解决。她会翻遍每一块石头。凡是我们培育的，她会连根拔起；凡是我们养成的，她会溺死；凡是我们藏起的，她会拖到光下。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.38711} 我对审判机关的手段略有了解。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.37638} 我猜她是从首都来的。为了什么？
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.31905} 如果来的是另一位审判官，我会说他们是来解决瘟疫的。寻找救赎的公式——这是你和我们都失败的任务。但阿格拉娅来的原因不是这个。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.50027} 那是什么？
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.25402} 我想，是为了摧毁西蒙和妮娜的事业。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.19435} 这种说法需要解释。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.45842} 阿格拉娅是妮娜的姐妹。玛丽亚认为阿格拉娅受嫉妒驱使，受她那种“要么全有，要么全无”的做法驱使，只是其中带着理性转折。妮娜就是生命本身，带着生命一切凶恶的荣光。她体内有太多生命，以至于没有留给阿格拉娅半分。阿格拉娅是一道行走的公式。而公式不喜欢规则被打破。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.56248} 斯塔马京兄弟也是用公式建造多面体的。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.35273} 单靠直觉建不起新世界。我们应当把计算和学识，与有远见、敢冒险的想法结合起来。如果我们没有怀疑重力，多面体永远不会浮在空中。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.36066} 塔纳提卡实验室也建立在同样的理想上。我怀疑死亡的必然性，但我仍认真对待微生物学。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.47198} 阿格拉娅无法忍受这种观念。她嫉妒妮娜吗？我不这么认为——我认为她只是蔑视任何敢于挑战自身命数的人。她明天会到。她会尽其所能，把我们两个人的生活都搅得一团糟。来，喝一杯吧。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.19310} 好。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.55534} 不，谢谢。酒对你不好。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.52255} 尤利娅·柳里切娃是一道行走的公式，但她曾经是筑梦师的一员。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.49295} 直到有人提出更优越的公式为止。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.60863} 姐妹，你说？到处都是家事纷争。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.28355} 无论往哪里看，这整座小镇都是西蒙的事业——或者妮娜的，或者维多利亚的。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.24785} 这正是我的意思。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.28955} 区区一个审判官能对它做什么？
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.59943} 她是冲我来的，对吗？所以这是个陷阱。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.24590} 我不这么认为，但谁知道呢。某种意义上，你也是西蒙的项目之一。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.62055} 你刚才说什么？
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.56849} 忘了吧。我只是醉了。而且我有充分理由醉——阿格拉娅明天就要到了，要摧毁西蒙和妮娜的一切事业。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.57868} 不，我不是。我们的理念或许相似，但西蒙是西蒙，我是我。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.9698} 如果别人找到了瘟疫的解药，我不会反对。我承认我在这里失败了。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.42278} 高尚的回答。你准备为此而死吗？
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.1373} 准备好了。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.14771} 那么，明天你就会得到机会。阿格拉娅要来了，要摧毁西蒙和妮娜的一切事业。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.48779} 不。谁都不该死——永远不该。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.31259} 说得对。可明天，阿格拉娅还是会来，摧毁西蒙和妮娜的一切事业。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.47748} 也许这不是坏事。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.26843} 你把颠覆秩序称为“不是坏事”？你也会被处决的，丹科夫斯基。你大胆、顽固、异常。对阿格拉娅这样的人来说，像你这样的人就是一个需要解决的问题。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.56620} 审判机关和其他权力机构不同。毕竟，审判官相当聪明。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.43751} 我没有做过任何足以判死刑的事。我会让审判官明白这一点。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.15901} 你错了。明天到来的不是阿格拉娅，而是马克·卡尔明斯基——无论如何，你都不能让他找到你。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.25815} 你错了。阿格拉娅几天前就到了——和我坐同一班列车。
{Dialogs2.Days.Day6.Day6_Q6_Aglaya.Day6_Q6_Victor_InquisitorIsNear.23682} 你刚才说什么？
