{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.15534} 哈哈！你好小。真的好小。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.21631} 你去哪儿了？你的朋友们到处都在找你。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.8011} 我走丢了。后来又把自己找回来了！我坐得高，看得远。从这里什么都看得见！
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.25836} 你到底是怎么爬上去的？
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.13519} 求你别掉下来。你爬得太高了。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.6078} 我坐得高，看得远。从这里什么都看得见！
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.24043} 那你应该能清清楚楚地看见，我已经被你们这些孩子折磨得多厌烦了。我才跟你们待了五分钟，就已经筋疲力尽。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.7609} 那你从上面到底能看见什么？
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.1890} 什么都能看见！我能看见世界的边缘。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.31399} 哦，是，当然。那世界的边缘是什么样子？
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.18804} 像面包！
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.14969} 明白了。世界的边缘像面包。我记下了。怎么，你饿了？
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.18050} 我很轻！你看，我是飞上这座水塔的。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.13015} 那你打算怎么下来？
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.17885} 爷爷说你会帮忙。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.1058} 哪个爷爷？你说那个半瞎的老头？你笑成那样，差点把他吓死。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.20492} 不是。是另一个爷爷。那个什么都看得见、什么都知道的爷爷。他在亮亮的屋子里，在秘密门后面。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.2900} 如果是爷爷说的，那就让爷爷自己来帮你。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.22598} 爷爷不在这里。他在亮亮的屋子里，在秘密门后面。他什么都做得到，可他现在没空管我。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.6705} 哦，是，那扇门。你能不能准确告诉我，你是在哪儿找到它的？
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.17026} 孩子们……你们真让我头痛。“秘密门”？还有某个“爷爷”用什么法子跟你说了话，可他又不在这里？
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.31380} 那扇忽然出现、又忽然消失的门呢？你碰巧能看见吗？
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.29163} 你的朋友告诉我，你穿过了某扇门，然后那扇门就在你身后不见了。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.22683} 我跟着音乐走，就到了一个房间。那里有只飞蛾。我看见它的时候，它跟我说话了。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.22082} 一只飞蛾跟你说话。你不会真指望我相信这种事吧？
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.10956} 哈哈！你真傻。飞蛾不会说话。是爷爷跟我说话。飞蛾只是也在那儿。爷爷问我想要什么。我说我想看看世界的边缘。他说：“好吧，可那儿很高——你准备好了吗？”我说准备好了。他说，如果我害怕，就会有个男人来，把我抱下去。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.17193} 当然。我早该猜到的——这一切只是个游戏。根本没有什么门，你也从没走丢。你们捉弄了傻乎乎的学者叔叔，而他竟然信了。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.29681} 你不该不相信她，丹尼尔。她说的是实话。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.23330} 等等，什么？你为什么突然叫我丹尼尔？
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.30053} “丹尼尔”？那是谁？先生，你整个儿昏了头啦。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.20071} 你刚刚叫我丹尼尔，还用第三人称说你自己。把戏不错，小姑娘；有那么一瞬间，我几乎真以为有人在借你的嘴说话。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.20132} 哈！我小看你们这些孩子了。你们玩的游戏可真野！你们想得真周到——差一点就骗过我了！不过这招对我没用，明白吗？
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.11768} “把戏”这个词真好笑。听起来像小石子往下掉。哒、哒、哒、哒、哒。……帮我下来吧，先生。我不想像小石子那样掉下去。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.1151} 当然。看你坐得那么高，确实有点吓人。来吧，小心点。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.19135} 你知道吗？不。如果你们孩子一开始就说明白你们在玩什么，我会帮忙的。可既然你们这么喜欢拿我做游戏，你就再坐一会儿吧。祝你好运。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.25493} 我不行。我怕高。你不能自己想想办法吗？
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.2948} 你在那个有飞蛾的房间里见到的老人——他叫什么名字？他自我介绍了吗？
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.14779} 他为什么要自我介绍？他就是爷爷。城里所有人都认识他，也都喜欢他。他是好人。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.21722} 这到底是什么蠢把戏……？
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.16730} 明白了。跟你说话，差不多就像跟水塔说话一样有用。我去告诉你的朋友们，你平安无事。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.30491} 等等，先生，帮我下来。我自己下不去。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.13338} 就算我相信你。你穿过了一扇神秘的门，在里面看见了一只飞蛾和某个老人。还有谁？哈耳庇厄和巴西利斯克？四形兽也来喝茶了吗？
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.21093} 四形兽是什么？
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.11377} 你怎么会……算了，我为什么还要问……
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.10715} 你又在编故事了。我只看见爷爷。还有飞蛾。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.15601} 可惜。我倒是会相信哈耳庇厄，可这个……
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.6414} 不是，只有爷爷。他问我想要什么。我说我想看看世界的边缘。他说：“好吧，可那儿很高——你准备好了吗？”我说准备好了。他说，如果我害怕，就会有个男人来，把我抱下去。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.27230} 一个人、一头狮子、一头公牛和一只鹰，全合在一起。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.10979} 哦。我没看见狮子，也没看见鹰。我只看见爷爷。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.2956} 可惜。我倒是会相信四形兽，可这个……
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.31441} 不是，只有爷爷。他问我想要什么。我说我想看看世界的边缘。他说：“好吧，可那儿很高——你准备好了吗？”我说准备好了。他说，如果我害怕，就会有个男人来，把我抱下去。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.29099} 这个“爷爷”跟你说了什么？
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.26308} 他问我想要什么。我说我想看看世界的边缘。他说：“好吧，可那儿很高——你准备好了吗？”我说准备好了。他说，如果我害怕，就会有个男人来，把我抱下去。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.16383} 孩子们……你们真让我头痛。“秘密门”？还有某个“爷爷”用什么法子跟你说了话，可他又不在这里？
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.28041} 你想看看世界的边缘吗？上来，我给你看。从这里看得可清楚了！
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.26782} 不了，谢谢。我已经在世界边缘了，正做梦都想离开这里。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.27266} 恐怕这座水塔承不住我们两个人一起站在上面。
{Dialogs2.Days.Day4.Day4_Q6_PatientFromAbattoir.Day4_Q6_Mishka_MysteriousDoor.7456} 你真没意思。你不喜欢玩！
