{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.12811} 怎么样？在别人家里翻箱倒柜翻够了吗？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.9297} 翻完了。来，你看看这个。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.11265} 我……我不知道这东西是哪来的。一定是你自己放进去的！
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.8390} 你怎么这么紧张？放松点，我找到吗啡了。让我猜猜：你接下来要说是我栽赃给你的。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.16119} ...
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.16021} 怎么，话都被我替你说完了？今天可真走运。现在谁才是女主人，嗯？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.5799} 哎呀，你看起来可真难过！怎么了？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.31589} 我不喜欢给人说教。你的人生你爱怎么糟蹋都随你。我只要求你别偷医院的东西。我们的药品本来就快不够了。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.30475} 哎呀，这不正是医院里的那些安瓿吗。怎么会这样，卡捷琳娜？它们怎么会跑到这儿来？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.18152} 我……我不知道。一定是你自己把这些安瓿带来的，现在却说是在这里发现的。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.8656} 我为什么要把吗啡放进你家，再自己把它找出来？我又不是巡警，也不是来把你关进牢里的。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.7049} 你知道痛苦是什么吗，丹科夫斯基？回答我，你知道痛苦是什么吗？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.27329} 我知道瘾君子总爱拿这个说事。他们错得离谱地以为，别人都不会痛。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.9049} 真是岂有此理！但凡你能感受到我所承受的痛苦的万分之一。你是医生；你该救人，不该抛出这种下流的指控。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.21400} 你从医院偷了吗啡。你是从病人手里偷东西。你怎么会生出这种念头？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.24604} 痛苦是一种语言。它是身体开口说话的方式，告诉我们哪里出了问题。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.15769} 一派胡言！显然你从未体验过真正的痛苦。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.1836} 哦，说来听听。我看你这方面的“经验”可真丰富。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.29330} 想象一下，你的血管里灌满了碎玻璃。每一次心跳，碎片都会被往里推得更深，从内部切割你。这才叫痛。而当那些碎片扎进心瓣，把它刺穿，痛就会更剧烈。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.14517} 真精彩。这是你自己想出来的，还是从哪儿读来的？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.1707} 我每天都活在这种痛里。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.9280} 那又怎样？你真觉得你的痛苦能成为偷医院东西的理由吗？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.23949} 你需要治疗。我在首都认识一些人；他们能帮你。萨布罗夫肯定也会支持。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.1879} 不！求你，别把他牵扯进来。他已经够痛苦了。我没有……我没有偷吗啡……
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.21828} 我不喜欢给人说教。你的人生你爱怎么糟蹋都随你。我只要求你别偷医院的东西。我们的药品本来就快不够了。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.9953} 不是我！不是我干的……
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.19526} 我知道。你利用了克拉拉。这并没有让事情变好。恰恰相反。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.23360} 又来这一套！我还以为我们已经全都说清楚了。结果她又来了，又把一切都否认了。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.16484} 不，不是那样。我并不想偷，可是他……他逼得我别无选择。是他让我这么做的。他说克拉拉有门路，说她能进医院。还说她不会拒绝我……
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.6726} “他”是谁？你丈夫？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.617} 不，我……我不能告诉你。仓库区确实有个男人替我弄来吗啡。可几天前，他不肯再干了。我不知道为什么。我难受得要命，病得厉害，痛得厉害。\n\n你知道那是什么感觉吗？疼得厉害，却连个能说话的人都没有。所以，我召来了他……
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.2945} 少卖关子。你召来了谁？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.6972} 鼠先知。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.9389} 什么“鼠先知”？哪个罪犯的外号吗？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.24677} 看来情况比我想的还糟。吗啡一定已经对你的脑子造成了不可逆的损伤。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.19330} 你不相信我。我就知道你不会信。但我没有疯！他是真实存在的，就像我此刻站在你面前一样真实。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.31866} 你知道吗？我想我这就该走了……
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.15943} 求你，别。别……别把那些安瓿拿走。我求你了，丹科夫斯基。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.25362} 好吧，安瓿你可以留着。什么“鼠先知”？哪个罪犯的外号吗？我可从没听说过。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.32481} 我在首都认识一些人。他们专门对付……成瘾者。我可以联系他们；他们会帮你。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.2008} 我不需要你的帮助。我能管住自己，我能把自己拉回来。我保证。但就这一次，把那些安瓿留给我吧，我求你。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.21606} 不，我不和瘾君子讨价还价。比起相信你能戒掉这瘾，我倒宁愿先相信你嘴里的“鼠先知”。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.10132} 我真会后悔问这个，不过：你到底是怎么“召来”他的？有没有一套具体做法可循？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.24303} 在通天梯那里可以见到他。在某些条件满足的时候。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.2384} 除了你之外，还有别人见过他吗？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.20452} 我再说一遍：我没有疯。我能证明。鼠先知恨人类，但我想他会和你说话的。他知道你的名字。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.29471} 容我问一句，他是怎么知道的？他还对我的工作感兴趣不成？难道还读过我最新那本专著？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.28945} 他什么都知道。要是你愿意，我可以告诉你怎么见到他。你就会亲眼知道，他不是我臆想出来的东西。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.3773} 当然知道。毕竟，他知道你所知道的一切。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.12766} 你要是愿意，我可以告诉你怎么见到他。到时候你就会明白，他不是我幻想出来的。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.5294} 我在听。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.18490} 那我要吃多少吗啡，才能“见到”他？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.32602} 你不需要吗啡，只需要这只铃。你还得遵守几条规矩。先知只在夜里现身，而且要在南风吹起的时候。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.5668} 那些条件具体是什么？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.16453} 他只会在夜里来，在南风吹起的时候。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.10110} 你自己听听你在说什么。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.17805} 真稀奇，居然还不要求在满月之下。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.27125} 他的嗅觉很灵。北风吹起时，小镇闻起来就不一样，空气里会带着寒意。他不喜欢那味道，所以会暂时离开。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.2869} 这是他亲口告诉你的？我只是想弄明白，你怎么会知道这些。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.21292} 我问过他，为什么有时他不回应召唤。他说是因为风。今天吹的是南风；我敢肯定他就在镇上。可到了明天，风向会变，他也会离开。\n\n你要是想见他，就得快点了。今晚是你最后的机会。再往后，你就得等上几周。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.6683} 我到底为什么要去见他？你真觉得我会信你这套？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.20589} 是你先问我的，丹科夫斯基。去见他一面吧；你自己就会知道。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.7124} 好吧，就算我信你。假设真有个什么“先知”，而且只有南风吹的时候才会在镇上出现。那我要怎么找到他？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.22275} 天黑后，他会去脊梁区的通天梯。顶上有个小祭坛，上面摆着一颗头骨。你得站在它前面，摇这只铃——给，拿着。只要你都做对了，他就会现身。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.19406} 然后他就会向我解释，为什么是他怂恿你去医院偷吗啡，对吧？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.17664} 还有个小问题：照你的说法，在他“显现”之前，你通常得先打多少支吗啡？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.10615} 我已经把我知道的都告诉你了，丹科夫斯基。你尽可以嘲笑我，尽可以去向我丈夫告状，尽可以把我关进你的隔离病房。我不在乎。\n\n我只求你一件事：发发慈悲。别把这些安瓿拿走。我发誓我再也不会偷医院的东西了。可我需要这些安瓿，你难道不明白吗？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.6851} 我明白。安瓿你可以留着。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.12591} 绝对不行。镇上正闹疫情，每一支安瓿都有去处。我要是把吗啡给了你，就会有一个病人因此用不上。\n\n不如你去医院看看，亲自挑一个替你受痛的人？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.23550} 你……你这是什么话？你还知不知道羞耻？我绝不会……你难道一点恻隐之心都没有吗？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.16080} 这跟羞耻无关。我只是在说明现状。吗啡太少，病人太多。你到底有什么听不懂的？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.13075} 那好吧。那我就去受着。我希望你现在高兴了。我准备好了，我不怕，我会忍住这疼。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.22309} 你知道吗，看你这么老套地试图操纵我，倒还有点可爱。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.31046} 那就这样吧。祝你一切顺利。多谢你讲的那个“鼠先知”的荒唐故事。我甚至也许会去“召唤”他试试。不过我可不保证。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.4657} 我真不知道你原本在期待什么。我建议你再练练你这套被吗啡泡坏了的哀求。现在这点程度，完全打动不了我。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.7608} 怎么？不愿意替别人的痛苦负责了？难道<i>你</i>就有心吗？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.19353} 走吧。我累了……
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.30125} 有意思。阿尔捷米·布拉赫的嗅觉也很灵。他也总爱说什么气味不气味的。也许布拉赫就是你那个所谓的鼠先知？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.29200} 不。相信我，先知不可能和别人搞混。你见到他就会明白。并不容易，但只要你懂规矩……
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.4349} 我还得在地上画个五芒星，是吗？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.2655} 哦，真的？真有意思。那能请你告诉我该怎么把他召来吗？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.26213} 除了吗啡，你还在用别的东西吗？吗啡确实会让人谵妄，但这种幻觉我还是头一次听说。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.31248} 那个手风琴手？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.27004} 魔鬼？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.15397} 也可以这么说吧。我召来了鼠先知。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.20139} 真有意思。案子里又多了一个同谋。是个男人？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.16282} 你说得对，我在仓库区确实有个关系人。他以前会替我弄来吗啡，可现在……他帮不了我了。而我……我疼得厉害。\n\n你明白吗？我忍过了，我已经尽力了，可疼痛更厉害。所以我就把他召来了……
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.2889} 我猜，这个“仓库区的关系人”就是恶徒格里夫？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.11172} 你怎么……算了。对，是他。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.5736} 但格里夫死了，你的吗啡来源也就断了。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.13982} 是的。我走投无路，不知道该怎么办。所以，我就把他召来了……
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.9648} 他为什么不给你供货了？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.21973} 我不知道。他说我给他惹上了麻烦……
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.15070} 能把他吓到不再给你供货，肯定是有人狠狠干预了他。会是谁呢？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.17068} 我不知道。我问过亚历山大。他没有承认，但我觉得就是他。他是在尽他所能地保护我。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.2151} 我倒很好奇，等你丈夫知道你在偷医院的东西时，会怎么说。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.10021} 求你，别……别告诉他……
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.23214} 我明白了。所以恶徒格里夫不再卖给你了。然后你就决定去偷医院。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.20641} 不是那样的。我已经跟你解释过了。是他逼我这么干的……我走投无路，就把他召来，然后他逼我……
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.26315} 召来？谁，魔鬼？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.2469} 我猜，这个“仓库区的关系人”就是恶徒格里夫？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.30131} 你怎么……算了。对，是他。以前是他在帮我。要是他还活着，事情就会不一样。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.23945} 格里夫死了？什么时候？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.19197} 昨天，在仓库区。我不知道细节。我只知道这事发生了。我受打击太大，不知道该怎么办……所以我就把他召来了。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.30474} 相信我，卡捷琳娜，听一个瘾君子絮絮叨叨，是真的很折磨人。又无聊，又冒犯人。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.4370} 又开始了。要不要我替你把下面的话也说了？你现在要告诉我，你有多痛苦。你会试图让我同情你。可这不会有用。
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.8797} 够了！你这是在丢自己的脸。你还有没有一点良心，至少承认吧？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.2770} 这是什么，卡捷琳娜？你是怎么弄到吗啡的？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.779} 真了不起……你闯进我家，翻我的东西，现在居然还有脸来问我吗啡的事！你还知不知道羞耻，丹科夫斯基学士？
{Dialogs2.Days.Day5.Day5_Q9_KaterinaIsAddict.Day5_Q9_Katerina_Excuses.2938} 别回避我的问题。我认得这些安瓿，就是每天早上医院发出去的那些。它们为什么会在你的东西里？
